,ChenChao_RNA,Dave_RNA,Eric_RNA,Ethan_RNA,Khaondo_RNA,Niyilolawa_RNA,Pedro_RNA,Srivathani_RNA
TLE5,0.65366491573782,0.691511319752353,0.169162260196918,0.929636924434228,0.766235632656741,0.947497458845217,0.0974466556258273,0.254421837600838
EBNA1BP2,0.65366491573782,0.814066841811441,0.692888060151629,0.760090598689336,0.228970304441103,0.853225652349684,0.296456161872502,0.555390890099884
CASD1,0.653765199474033,0.0783752429505309,0.793700550907419,0.174810831246325,0.0008555194796828,0.0907656105220621,0.337614883998036,0.751491967003938
LINC02265,0.654640231823662,,0.835085854594542,0.995182859287632,0.590126046723609,0.870463071036902,,0.772830699058657
ZNF799,0.654794982096115,0.0057653763493085,0.163899520655377,0.0075827422749531,0.0743775488687825,0.0140800203422623,0.0198690640669489,0.10561691740652
TMPO-AS1,0.654794982096115,0.36101165930057,0.921300156127744,0.432497353900528,0.907802656245159,0.0891914455478318,0.745721121635558,0.469464429928912
GAPDH,0.655010902339721,0.972305166639523,0.651604986634745,0.863844624471736,0.677819353713017,0.852950683260283,0.781711536856344,0.848021251296448
STK16,0.655100453942715,0.499540000433322,0.257118341100279,0.662383483782711,0.561168444280222,0.322912726749015,0.62480920452306,0.273305581446953
LINC00472,0.655100453942715,0.0024759031276467,0.341808093383672,0.617843446485454,0.727278663548326,0.672563419196489,0.912057928433569,0.86764383288328
RCAN3,0.655441721629586,0.604295145688239,0.585217724867444,0.0758359757282645,0.890793734710572,0.141459973365467,0.113809912614755,0.701926754378996
CD79A,0.655947471951341,0.293347881026199,0.400292707068572,0.847641255995965,0.985700088913379,0.886534935638231,0.448819240606804,0.737723194349727
ZFP36,0.656753961537219,0.0053573685874863,0.121033121131747,0.988042441210943,0.138701840806558,0.965498692547334,0.709939494810966,0.991142215154944
EOLA1,0.657664199532834,0.959694280278685,0.533947771410311,0.10949064783522,0.552343853813727,0.647899488012836,0.304340692155463,0.312953947089273
LEMD1,0.658690601769565,0.949348471454815,0.548691304790063,0.555648310630003,0.359401196086923,0.766829408420634,0.966611199424294,0.206330227437664
SELENOS,0.658749531453132,0.251743291970488,0.838139583606405,0.864408158156562,0.811678625570991,0.949897088568878,0.718531795860043,0.835012763265089
ETNK1-DT,0.659241151856561,,0.0592971619942166,0.0149921492178935,0.212741649323592,0.0583649166476229,0.676636145221136,0.0439461505776198
CBSLR,0.659328061532441,0.958055974099897,0.875378617356009,0.165350668854833,0.674627186626164,0.883282810796934,0.919897277218718,0.958844821614273
TRG-AS1,0.659913065067313,0.639218479954051,0.0031604576886836,0.0283327642352842,0.252191493142098,0.568978244581407,0.0375296348220657,0.22603574682661
TSPAN15,0.659945085364068,0.0009025177466705,0.554257854738547,0.288768376866828,0.17059149479182,0.661830300084131,0.63458330781511,0.879055043392373
LOC112268186,0.659945085364068,,,0.008103379787069,0.771934253177857,0.617441372973146,,
LOC127903862,0.660293940017761,0.638916084789224,0.532232055470686,0.341552605330727,0.405713573996279,0.0859748213732125,0.0002947643709794,0.463458159344982
LOC124902953,0.660308744195791,,0.0072034256849178,0.0013194595237244,0.0336898621027678,0.391389934508457,,0.10920210125866
PTGER4P2-CDK2AP2P2,0.660555485262809,,,0.0415714417398972,0.569659811431679,0.290583536523378,,
CEBPA,0.660555485262809,,,0.652749865723944,0.0016896445328101,0.120042417013953,,
ZSCAN16,0.660721131829014,0.862660890785722,0.85071521974198,0.912471588719098,0.959839980586277,0.980661250742534,0.988369454318124,0.802174330099327
VMP1,0.662366067880445,0.862942052943685,0.0798915783566509,0.679128300010696,0.94472708631255,0.798627513480631,0.14995557311031,0.993751730651403
BLACAT1,0.662845698381553,,,0.566758347364024,0.40445844558521,0.929292697834454,,
SUCLG2-DT,0.662916859703017,0.465322450119331,0.720260764820281,0.0051512412769097,0.275607407333935,0.814448409965531,0.39090118772339,0.185591203530693
SNX29P2,0.663007816810822,0.969874607125985,0.734807781349414,0.530918702685933,0.0025238523248607,0.585763275943056,0.538278420829294,0.390228676050227
SNORD12,0.663007816810822,0.776968978704349,0.503554907854038,0.313367615612453,0.791248319844655,0.881200732156376,0.481063011408398,0.293804887515301
MZT2A,0.663150740628719,0.0795154335945705,0.686546861484653,0.0088044365068547,0.931285219247757,0.0276328733766029,0.499775500173051,0.574449102527564
PHC2,0.663150740628719,1.93248548423509e-10,0.0008826004578954,0.035345606835592,0.56173014907935,0.0172531385338431,0.166810347977768,0.738937795642007
STARD5,0.66395037348586,0.0121473652895755,3.51018317088687e-05,0.698002636447977,0.973609824809929,0.478487275941735,0.921145605999658,0.201177719625483
B4GALT4-AS1,0.664936032048764,0.263552402056349,0.669361146766283,0.0885498098571627,0.285103028561089,0.0585886824197349,0.901472179367003,0.677665931792163
SALL2,0.664960840970744,0.629054460432912,0.560887286309296,0.968874003075855,0.93421645312778,0.0031223138746775,0.507015419274514,0.145550655373222
MEST,0.664960840970744,0.911840191880663,0.0004586151464286,0.0025505018185238,0.990116926932096,0.975639983084493,0.928547084107016,0.0780841139502425
GRM8,0.665349306343112,0.963008252615974,0.557306114207547,0.0003405627431191,0.986352819028376,5.97369739888004e-05,0.986391914408822,0.932384671420209
LOC101927902,0.666055917056461,0.044913817182261,0.0111118986653141,0.0239424475147393,0.0952409500651872,0.0092029416487166,0.0107838789021341,0.312522675097738
ZFY,0.667239344051628,0.770037198028357,0.755906919935497,0.540705921191112,0.006141864036045,0.12232514678067,0.651610887966685,0.768471649352955
LOC102724652,0.668419972504116,0.264012399895315,0.377499931571609,0.146034202158017,0.635783034685857,0.0094857349315005,0.963213542472282,0.793173324286399
ACSF3,0.668928683894345,0.0056897826137916,0.0927617269894173,0.196431262030867,0.798022609619672,0.0004383203492832,0.181073171643225,0.0482076186976175
NINJ2-AS1,0.668960897825342,0.598475876965491,0.0854635427195178,0.0309498232964417,0.113752942830219,0.901834728981721,0.0780888187489624,0.926569782194189
LINC02217,0.669397535246004,,,0.0409533303118137,0.585397625589299,0.558475886704895,,
RGS1,0.670327020729097,0.366767925828688,0.0013062925678715,0.133771049466261,0.966204878692702,0.793936474069195,0.733158698404567,0.688523086576026
C2CD2,0.670407620755002,0.0005779567337424,0.197211927585784,0.172411412706078,0.0244477375684674,0.680846341533727,0.261042099809032,0.911432874148108
XPO6,0.67091282586446,0.316540929345375,0.21811581407818,0.206368272796563,0.242788389890994,0.960300498511686,0.226703549454187,0.922945216087559
OARD1,0.671981699250748,0.532725510353177,0.772178118150222,0.501415740817373,0.886146780243601,0.0639520343597379,0.264338817042094,0.636536163186978
SRSF9,0.672669864122816,0.264721351428989,0.406599086104114,0.984646736451495,0.810859923956143,0.441360252223897,0.331332504234679,0.526869312727871
GABPB1-AS1,0.673674295493748,0.0343876013909726,0.0519039369929894,0.0758370771706861,0.0017994769634731,0.0865713296670678,0.219193967872896,0.0210303114257035
STIM2,0.67441826004843,0.67046147397885,0.0691523549584957,0.0031927001540994,0.0072431345151738,0.487754677170914,0.0567207993128111,0.0045065550914936
LOC107985688,0.674818354155585,0.30075388486098,0.0019440269820088,0.0427470543881223,0.148369027969483,0.158024251541812,0.991367357669147,0.642789551160509
FAM185BP,0.675531190187085,0.895717356865081,0.996273515051697,0.825458055145438,0.489384945018962,0.957033576343985,0.536289637895087,0.0023930104119333
ERRFI1,0.676631417981991,0.643987049711274,7.31983530198388e-05,0.113482199627292,0.49700757426551,0.653181508029088,0.910272983861467,0.430723078333507
LOC124904328,0.677082892513716,0.856036642417061,0.926302969026831,0.865762422581882,0.90524368792793,0.930042221431072,0.501935994078001,0.377513655004727
KIF20A,0.677082892513716,0.971541610453905,0.554453260362128,0.939247300442717,0.823914810253244,0.635004976629861,0.742555638356693,0.728547931211961
GAP43,0.677144281421337,0.770749820695915,0.920298146280108,0.644507295666033,0.718327073138846,0.26289172450138,0.661117684970066,0.701307968623918
GHRLOS,0.677323345481769,0.0362238494276659,0.351475934539478,0.0372539654523872,0.0079192545712243,0.0947605604310762,0.272269298445981,0.823209448055046
LOC107984124,0.678967654857732,0.0292913214650203,0.345553633110369,0.507324629869764,0.827896262602642,0.0150854544960681,0.995596715006229,0.0963590246087072
FGFR1OP2,0.6814962291359,0.437144526367121,0.0014177664955414,0.844564130271541,0.606537904101085,0.841848158540978,0.5119839756207,0.573869894033693
ZFHX3,0.682639912422109,0.0012292821780776,0.15166593943987,0.583363719044131,0.207496798364347,0.264914707865008,0.155164356467445,0.532813421405708
LOC124901081,0.68286797651789,,0.868230895086352,0.858319461971912,0.637311785341095,0.994811955410119,,0.337453567892697
TANK-AS1,0.68286797651789,0.876080214415767,0.856654620403144,0.884671842782655,0.0069208988145796,0.656188245941205,0.476974349171243,0.993196395619035
GSTA4,0.683043775353682,0.932089107866037,0.920264522172537,0.827401403400029,0.828712332659218,0.0049226581514754,0.93178466147296,0.464410654365129
MALLP2,0.684482033982164,0.515686027212264,0.246683180250027,0.806663975578353,0.941763837065658,0.437405301742705,0.747167427943881,0.0002492583349363
PIGF,0.685025432489755,0.854154914589506,0.883345477369106,0.166226158596404,0.766906262330385,0.505956729511985,0.797709768684437,0.938368696405385
KIAA1958,0.685325832901183,0.650186089385447,0.6267347135551,0.762871677897712,0.933175569210433,0.0021064971070731,0.759020539974502,0.695266106104926
LOC100132356,0.685363133712906,,0.920076306333486,0.807971935452045,0.553579196244665,0.995886631409169,0.0159626722951985,0.97075847002056
LINC00616,0.686007496295324,,0.707295130315501,0.99856838701119,0.725685063717876,0.97231174784105,0.965089005242872,0.677593568887371
C4orf45,0.686138852379517,0.448693834267325,0.701404877589616,0.439838025772209,0.858196165143027,0.461208421052734,0.616009251530402,0.88684982466547
ZSWIM8-AS1,0.686490207175226,0.977475363570431,0.339499809021257,0.0007466137082498,0.839885091839006,0.258017601057912,0.202562183008838,0.74334501307167
VIPR1,0.686490207175226,0.978717699268763,0.911563223082978,0.750202969132118,0.719763877026872,0.976205628723373,0.0001265401547225,0.240664057445151
IL2RA,0.686532117588844,0.129753774015743,1.0614212258915301e-09,2.59947035258016e-10,0.702806027906235,0.694351390536705,0.926184381999901,0.954573911981239
ANXA6,0.687175492968718,0.596019774556642,0.560451900619514,0.976291364875644,0.773474251638935,0.822639391678492,0.404235166683805,0.557579268225179
LOC124902225,0.687372513103609,0.590471746623048,0.582230496333348,0.899964781565597,0.981708593860061,0.418749932669304,0.856416635089047,0.464410654365129
NKIRAS1,0.687528408535723,0.850875546622173,0.440187819253957,0.845221989828894,0.592559392086003,0.907602916182949,0.919309747101352,0.921745927268696
ATP2B2,0.687556410430856,0.739866809244239,0.580243891932517,0.982241953808348,0.75168198377609,0.889839842270819,0.865179323927782,0.475374148763394
CPB2,0.687614428830816,0.597215996124054,0.740406912271049,0.651745920798022,0.831909551887509,0.0022869424216618,0.967465413095003,0.790450767903751
MIR3945HG,0.688072386319768,0.0001177284229498,0.0009184513586301,1.98395827689952e-05,0.113696294412405,0.280900145037982,0.0821402300633488,0.31991402596902
LBR,0.688077593165542,0.504762220237768,0.631146097668405,0.124674944217029,0.124797012666092,0.610453139721428,0.44618977829014,0.448408135507933
MIR4709,0.688611676203218,0.829098783079353,0.375281956993529,0.533715996411915,0.34866223254289,0.0034324069325072,0.648064213527265,0.503081256255877
AGTRAP,0.688886568255475,0.19506148381209,0.55740379323789,0.977754023232549,0.46285250314987,0.436238473339292,0.192984360046181,0.004877960172733
ATP2B1-AS1,0.690462854060544,0.441026185035654,0.362697122083262,0.281042798317102,0.225298042702995,0.0092069493843105,0.122218505010093,0.32851193052384
MIR8072,0.690681673319337,0.0172214461090006,0.0083703579175575,0.808922160814906,0.0322602397035099,0.888897736160292,0.147179339431644,0.959515211860839
LOC124903082,0.690735796200773,0.207940208466892,0.6150948118932,2.34548672080267e-07,0.886146780243601,2.18767373070744e-07,0.0145082643553388,0.701307968623918
LINC00910,0.690799684350114,0.991172982849344,0.768447390397413,0.954912015050654,0.898456000332968,0.884064571427328,0.749637248504947,0.81540322953057
LILRB4,0.690822385896064,0.466588924213708,0.682242229242813,0.0893485593471276,0.114285769689215,0.176368815898941,0.14445174055159,0.290994328909456
EIF2D,0.691306091169804,0.435425244090376,0.964697454978969,0.681281901863078,0.771330409560661,0.35735100471263,0.474292592543166,0.733686222768942
ADCY9,0.692184824662091,0.403716076129071,0.99485680307726,0.728889888482953,0.227920509411366,0.589640436156063,0.0020119750975818,0.981639778231745
PCDHGA6,0.692745046467383,0.245159948278904,0.171126497046689,0.0021399483104622,0.000284653929639,0.248766620206649,0.0595011543245846,0.874182640547121
CYB5R2,0.693892774178052,0.659868884096068,0.402697151693263,0.949243718698848,5.97470785198054e-05,0.712065836556292,0.828324747938373,0.890219122689313
LOC107985392,0.693902145330474,0.885477521206253,0.759706843935729,0.586787740868642,0.666012411489356,0.955728067756282,0.619812859686771,0.586071422439452
NAPB,0.694034136257509,0.300137426583408,0.772178118150222,0.607520985140019,0.338815564428835,0.385761555144536,0.991762935784833,0.701307968623918
LOC124903038,0.694114086766028,,,0.483944770235275,0.0001072878731277,0.687709520928053,,
ISLR2,0.695283081339741,0.92944652282095,0.848918512563674,0.760009501930322,0.267628382670275,0.998265698487563,0.789212587252124,0.614039309429586
FAM193B,0.69539876150821,0.891283563559072,0.78842547548079,0.693067926255977,0.241825983086262,0.815637119858745,0.684590096377136,0.698588365250477
SLIT1,0.697221777163023,4.85611009159654e-06,0.0172941290744496,0.168318688896717,0.78030064767208,0.953027539990838,0.0015068373776424,0.240183991300052
LOC105371664,0.697601681210983,0.755959433636833,0.90618484268942,0.319126171542913,0.467374069696101,0.938160419687475,0.745591799293242,0.770919751054225
CCDC61,0.6982954250729,0.867852938179701,0.926706246844425,0.995663362334881,0.870631051596119,0.47868315345366,0.641636112382901,0.339225709639722
BMP6,0.698424825853098,0.0551904391044833,0.0504610773528645,0.0504410414777591,0.0440371454942867,0.444001831932467,0.350524726236473,0.628096579564244
KMT5B,0.698424825853098,0.109635465055504,0.539814704261323,0.0029138478601172,0.346576537887026,0.0882436662103046,0.28839497448995,0.647749148288724
SASS6,0.698881094793538,0.192068732944097,0.344999168488527,0.814152558052551,0.155825402735019,0.217324982807688,0.165486149812344,0.425751939486063
LOC124904577,0.699554597138953,0.834572169681082,0.396980039820347,0.810155816598097,0.950096166101295,0.154268607486436,0.964842436647427,0.54860819910913
MLEC,0.700338398314397,0.508827685657313,0.0590220130330035,0.0960200251168018,0.334974654044165,0.158823912250978,0.0289100446922385,0.61398378888947
BAG5,0.700716215878661,0.151628024798921,0.193456579275786,0.0038829451128664,0.295646399293012,0.225124852655652,0.291539923976521,0.553901523591006
UVSSA,0.701506654053766,0.64330730921706,0.945801811661874,0.764802071120177,0.0063655713613031,0.957086669998056,0.0807474935313833,0.682857915499515
STK32C,0.702830392469386,0.662856355398767,0.4276990453577,0.002550026264965,0.0534227632800958,0.223757608001455,0.733874880593004,0.905546860174277
ARIH2,0.703822527968771,0.500175371313153,0.740420833404762,0.810155816598097,0.53582961000094,0.0055664085972761,0.84949662538279,0.790450767903751
KIAA0319,0.703860033204776,0.859283742676405,0.770261842920928,0.832307111841847,0.559568642862191,0.074918188610556,0.0958373963339778,0.337453567892697
SLC47A1,0.704415303323985,0.778398591260091,2.94375015753619e-07,0.001038692964094,0.969936733128997,0.0007635066981816,0.526039474066159,0.993481736077426
CUZD1,0.705713464295899,0.0332937343411495,0.824580380527619,0.326421471616025,0.850464928416901,0.419310395940944,0.590493166709607,0.907996830276973
GPR19,0.705829116788301,0.411202063348589,0.568114971676828,0.641524256357488,0.504327852625291,0.952225912817478,0.392867937156707,0.643589638796649
PLPP6,0.705883747169564,0.509256805185099,0.0682561332075545,0.0050744983165094,0.465163159229466,2.43135670071182e-05,0.216925934691295,0.124007647886362
MKRN9P,0.706016044017922,0.0016960234611873,0.230850057948293,0.515765122240004,0.0614493356463106,0.817975040631204,0.458373942599436,0.634651424104987
APEH,0.706016044017922,0.666968962346502,0.785289829065924,0.900767590757761,0.779189220951845,0.68851920044178,0.731097027025109,0.375566455759699
HTR2B,0.706016044017922,9.1186779011953e-05,0.10583302379195,0.000286405470637,0.38472334748626,0.407118753860837,0.182080616905859,0.738937795642007
FBXL22,0.706977347007629,,0.714530060360976,0.169832824389003,0.141293884783638,0.668680563560641,0.331457843761018,0.970955152559703
RBL1,0.707366235957721,0.969443989238745,0.575439335088881,0.942748036243112,0.862375867193419,0.9016614347432,0.989350070825258,0.858374765222364
RNF103-CHMP3,0.707990262823897,0.0056314069225681,0.777211052690256,0.780576496782817,0.758579765133515,0.0274146807792079,0.0440542246734789,0.437346663658689
KLHL14,0.708004303012366,0.992038891790535,0.61296566528122,0.881869599955803,7.027080250438661e-15,0.340724316285393,0.128820603295359,0.0145942991906741
NPSR1-AS1,0.708187516314861,0.0054423679973869,0.791263654127937,0.404877214442964,0.073787822968669,0.850325316293176,0.460569475862613,0.167874460554385
ZNF708,0.708206535114279,0.703199347317133,0.564937382896255,0.468962673462956,0.624170097190273,0.748599808100515,0.740337230068166,0.723017752036148
ARHGAP29,0.708768272928605,0.615632285562246,0.468575225273253,2.18785962453907e-05,0.182694411618866,0.586876649894637,0.560168045990419,0.318070723801503
FBXO45,0.709409856250453,0.470551810606631,0.843295592485798,0.196228976582741,0.983621163928647,0.181010012302023,0.541276592276693,0.817934564599274
SH3BP5L,0.709409856250453,0.23792412383793,0.0005024142101199,0.349533506950114,0.597118815038684,0.638322497852748,0.644568457686052,0.556926059578986
GALNT14,0.709420893265008,0.0064321470350807,0.0479641687787601,0.606819093180886,0.947689056084407,0.338949700753034,0.494330197675091,0.953277084526046
TTLL7,0.709554829667099,0.0004151780453891,0.385843655810052,0.566640472432369,2.49651102447433e-06,0.0542356202144381,0.0464750947139245,0.634546896324759
ZC3H3,0.711634161688693,0.119901036362651,0.949326778348281,0.0376755446309753,0.194836398998883,0.158477665231763,0.419027892554549,0.711562236790874
KCNAB1,0.711840513265522,0.809956011734919,0.885482742672144,0.833693229284077,0.626848041341278,0.913768457696032,0.898408629194181,0.811098635573372
LOC100996437,0.711991358018683,0.205165993958749,0.484181857853831,0.148497613662743,0.681624663348279,0.311680400905533,0.226086122354138,0.641673262523589
SHMT2,0.712090787468444,0.678486296466135,0.163903576491637,0.887214869950779,0.477822018518966,0.883008827153388,0.533404936605762,0.550353130199442
STK40,0.712204250998342,0.288014401571347,0.0454894803053283,0.000556091845213,0.185330521912701,0.0009941580706613,0.448975702233956,0.804544875117622
RNASEK-C17orf49,0.71229336471359,0.691433375849977,0.338400046397655,0.875884469245662,0.8859046198205,0.992235286258703,0.640533241359677,0.499606014973421
TSC2,0.712557211688919,0.578563510463661,0.717248524114012,0.973667377585686,0.472193459947553,0.901349970284742,0.972751629437703,0.732061779952729
LINC02541,0.713546013988195,0.386187082885113,0.0851578388023956,0.863512816115482,0.850464928416901,0.0501906922673505,0.0134790640083018,0.687134544411743
SPTSSA,0.714460530631627,0.908287649894736,0.883295653535623,0.0699162049214789,0.21956279550496,0.475097225599215,0.773245239712587,0.726573081030793
ABR-AS1,0.714870900985946,,,0.268479264092256,0.830565668201011,0.179508792159746,,
TET2-AS1,0.715930554728877,0.109467797650611,0.963876972326713,0.270303718966927,0.893384621308549,0.839196610636994,0.584147248378867,0.67960520569311
HSBP1L1,0.716241430635311,0.0685798220543163,0.6150948118932,0.830620478341146,0.749345034172394,0.31451008025353,0.957195191943572,0.812915301963338
GRM3,0.716316073654565,0.506037521265372,0.0177231819295355,3.41193449897022e-05,0.954419527125139,0.190852656610347,5.90894227045417e-05,0.80835208585322
KCNMB2-AS1,0.716455015866812,0.977475363570431,0.880860368047149,0.684392627564246,0.483361157990928,0.856032713497072,0.78900306669319,0.731203753194959
TFAP2A-AS1,0.716825107139079,0.923723989606107,0.0093184357270788,0.799632453009161,0.0486222424200257,0.589255996292993,0.367698465897209,0.0289558018929194
NDUFA4,0.716912992141037,0.22548395561389,0.790636371821409,0.919136788112401,0.743014319870998,0.92136678221738,0.89749722210689,0.787192008497277
PDIA6,0.71707604523732,0.650456531608785,0.694436442072205,0.45446588559504,0.432488959426153,0.741862913384082,0.988213387614567,0.785478552190956
CBR3-AS1,0.717146561237141,,0.47704304338821,0.326894072576969,0.165872611551521,0.892096302144253,0.775698965877448,0.331551186233617
ENTHD1,0.717146561237141,0.846234016402603,0.974021030015299,0.810155816598097,0.307675760182101,9.45641740317034e-05,0.945159714067315,0.324157003928961
LOC102723409,0.717378592300143,0.695172031905008,0.0407546747202579,0.0002355893261222,0.945553228200849,0.38962694665238,0.860001255438682,0.982631113944389
SLC27A2,0.720419932534643,0.888268407146389,0.991229689213042,0.326061744928713,0.248176433287371,0.901996471933593,0.0020894943208355,0.97270393160207
ANP32A,0.720419932534643,0.32440642285453,0.52734178398673,0.254980209542989,0.128353107777326,0.484795916107402,0.109259502500801,0.240608129725628
ELF3,0.721562371193561,0.604900902593844,0.534719498355267,0.78901738603939,0.0080598270935081,0.952804403228772,0.618999635877649,0.956974438613788
LINC02888,0.722257699737986,0.165180166161611,0.113896029112379,0.1365801674371,0.523051521577713,0.960946818913267,0.409181098800813,0.220793279376906
NUDT18,0.724160755908559,0.463480007392818,0.0978371557443414,0.675828223196202,0.456989525530002,0.0066709601340385,0.101820796909804,0.503081256255877
LOC124904106,0.724520954102781,0.970773208728317,0.98992691942943,0.852798776721226,0.758129292241478,0.387661795569934,0.609991334611003,0.520791231367367
CNKSR1,0.725527646844328,0.900375133813484,0.779344808267187,0.0082537089498851,0.400124222089881,0.590152971592432,0.246402774705818,0.338066885538893
ENTPD1-AS1,0.725849870788524,0.921445152221642,0.648542001307372,0.0853839927091513,0.0078662242047423,0.985017417577484,0.109418568821836,0.245093996387808
LOC124902500,0.726102075449332,,,0.943524973349691,0.943735513389785,0.540115841964571,,
LOC124905046,0.726102075449332,0.0007364655181828,0.0019823401094414,8.51669667449446e-07,0.022205491966122,0.0247796373596257,0.578704647639123,0.755840250043149
NAP1L2,0.726487954796636,0.922425987251153,0.145982296154388,0.0625138364277974,0.293454131814933,0.0079809090144377,0.028362134818107,0.214366962844239
ADCY1,0.727100025632186,0.770863009636281,0.819491093569297,0.748669621583565,0.0030261498287675,0.608141317891331,0.99332643406206,0.143305613816334
LINC01307,0.727418259998531,0.695335094291711,0.447123086680086,2.31725962811249e-06,0.0092671601723767,0.139826613116566,0.0218710269081682,0.298009189880684
LOC105374163,0.727511076443453,0.932945768733722,0.49764409405386,0.318556237580072,0.999216042778025,0.304414796344029,0.457937301956506,0.124203317449277
ZNF441,0.727526496072176,0.0876142332183632,0.785289829065924,0.0065131337708748,0.187013369381588,0.0587980381952984,0.760941921666532,0.649853932019265
KLK2,0.729542520110703,0.204610346317196,0.573108626871899,0.796314099080178,0.00473433949912,0.0145447415528757,0.0208562944519028,0.22813225781878
S100A10,0.729542520110703,0.337775406589325,0.0691577273592734,0.851037769352882,0.750992447604599,0.0020702021087421,0.989329969995071,0.208303176412845
LOC124902479,0.729596695003336,0.122829456926072,0.719452841952008,0.92878971531719,0.865308123696116,0.909561373432896,0.887688535190177,0.89203695855244
LOC124902488,0.729596695003336,0.952896688762524,0.501783953362721,0.0078583869075003,0.160880083113916,0.511103453769892,0.516945333018668,0.998474901239152
GRM7-AS3,0.729740466268789,0.546189462133676,0.762231424049612,0.970362297769449,0.166532182867344,0.737979416994104,0.266807271124626,0.437527817737848
TMEM150B,0.730606691216859,,0.287961641649224,0.217002358751415,0.282131917248002,0.722642836866327,,0.849788642688058
LYPLAL1-DT,0.73078194016643,0.926388010220111,0.828361295289368,0.216455620989621,0.162481546842784,0.992427333387477,0.676803035172724,0.735665850939579
DDX24,0.731208964251464,0.898357863304616,0.683279282260745,0.572464708896085,0.428599129210221,0.997485796646717,0.497884133606593,0.536558776674941
LOC124905215,0.732417705391627,0.0022862336363292,0.979489492425601,0.0972885910172964,0.707748360125317,0.529160540694508,0.43560586189525,0.813426040490548
MIR6838,0.732733303112032,0.499088944158692,0.865593281719951,0.554965663341747,0.21978866111331,0.900271163899499,0.699694098180947,0.821562030392917
MED12L,0.73307938209305,0.0001846853192949,0.522655574723444,0.14241710897876,0.0001803467232557,0.8876116433059,0.823209931871595,0.005071391823592
TXLNA,0.73307938209305,0.583916395458706,0.110150662965714,0.0117340587709841,0.942024692900182,0.604261736609787,0.932402799730934,0.442269958632763
LOC124902789,0.733434155226366,0.0168892444246557,3.1334843625887e-10,7.94910847732406e-13,0.212093345261391,0.0106796325360579,3.4954554172384204e-09,0.205111659113352
PSAT1,0.733494018425499,0.0694298609847688,0.732227131371897,0.0194579434488189,1.05314378752077e-05,0.220682354467997,0.253170028360079,0.181784794858118
HSPA12A,0.73354142926337,0.0678067473420418,0.14060898939279,0.0183290492401025,0.0003738157956674,0.0002667140066446,0.0816894854355652,0.016167294624216
NPLOC4,0.733566715926776,0.0070329751691761,0.582096092358122,0.909158573197735,0.956873470062545,0.889352949034986,0.548855873968271,0.574249806629894
LY86-AS1,0.733816306939253,0.0253457046936065,0.419055397388021,0.697432500978897,0.368640355638583,0.371965164749307,0.409651421675147,0.231697099183756
SNORD4A,0.733816306939253,0.782638932505254,0.796839943135311,0.296021498771653,0.0075273703203649,0.897279596575334,0.537832875545288,0.872972630335938
CNIH2,0.734145847600961,0.404837739312827,0.946268001464715,0.580035425970459,0.780923607010611,0.0003501426143132,0.944053198793615,0.611456392384356
SNORA55,0.735089148291124,,0.98961452307834,0.943806473491158,0.97003264668904,0.820219873710373,0.7663187211701,0.850632736965494
CAPNS1,0.735394054120871,0.467397164800335,0.910444738377895,0.888123042811446,0.787348409121049,0.61955047559267,0.460685494115757,0.26513109345364
HOXB3,0.735987636501108,0.0765524590865507,0.781950828690917,0.0131078451076959,0.477106671671161,0.0046567292597135,0.782610485739949,0.750494318978441
UBE2J2,0.736564201202563,0.0056032469399224,0.0881585655680461,0.202885311808036,0.831369560833644,0.801875161359688,0.169614314939833,0.473233404651213
CARF,0.738899564357007,0.464776184512378,0.686764177336183,0.182193674819931,0.823724137473234,0.994744125416989,0.379244458902759,0.94183193222018
PAX9,0.739844731021241,0.459193926682791,0.96808482210752,0.49683502760336,0.0001245272560581,0.0028461755747347,0.39090118772339,0.248491889698586
SLC25A26,0.740942898016954,0.934264290031626,0.998742641499945,0.776087955432703,0.428863479286619,0.633348952793559,0.745591799293242,0.935090096874168
AP4M1,0.741149637319904,0.0010676806431205,0.0300911842740482,0.823410853295468,0.795099276061282,0.447780236639761,0.207220556409351,0.575632463673707
BANP,0.741731365625098,0.87212881674373,0.79987042769096,0.463407441374182,0.695847586739067,0.803434524753504,0.484671831726876,0.934497946135167
DDX28,0.741781254111476,0.0732790496418564,0.0002639438312496,0.0231860580397883,0.469461536359103,0.0157854706123896,0.059387951140713,0.0094360442129042
RHBDF2,0.742960539896861,0.902340722591638,0.463112083518056,0.831548899599593,0.000276563623364,0.525911021888472,0.389683658142362,0.59209772012138
MIR600,0.743660168110253,,0.402697151693263,0.124280667543981,0.0092294109656784,0.0005256650582309,0.230754703042084,0.123483265991573
CCPG1,0.743857506147389,0.225733990225302,0.435322792372251,0.0042044035404796,0.0481777718018688,0.063189243739602,0.528745538374894,0.215123667563043
PCYT1A,0.743857506147389,0.454875783156144,0.493177423864176,0.0803804677319373,0.947309633772344,0.130367216340571,0.625647437536778,0.714089694778558
SEZ6L,0.744166515540524,0.453379732903593,0.757037584809099,0.558337747394461,0.860057044490728,0.761988907377273,0.829389508070565,0.0098998218604226
CYSLTR2,0.744266358159244,0.231154972339415,0.566158968266066,0.990738709123235,0.947009147940875,0.611255971055734,0.814659376992827,0.926237455191013
LINC02352,0.744756190411632,0.322174697399091,0.210571392206859,0.586575973619331,0.496256327067417,0.273287333982125,0.151371351529757,0.317428695414106
