,ChenChao_PRO,Dave_PRO,Eric_PRO,Ethan_PRO,Khaondo_PRO,Niyilolawa_PRO,Pedro_PRO,Srivathani_PRO
LOC107984537,0.99072077442465,0.892939320507736,,,0.779478037529486,,0.883084353390631,
SETD4,0.0461776140780305,0.814376407061197,0.993808037492695,0.916137230187113,0.0145801935599078,0.31017624119045,0.464680345169874,0.493576926960806
LOC124902710,0.202560026462868,0.551431875553863,0.474504183241565,0.381084708568863,0.895288475514621,0.335274955864255,0.978382862140995,0.55109205776808
PTPRD,0.0006362561313807,0.0085925596048119,0.520017437300903,7.90881243325288e-05,2.20120050045686e-06,0.0011268330987372,2.8879794093692e-06,0.0209644495034981
SIRT1,0.0717541477825455,0.0106865847912821,0.305184004857168,0.138844629113204,0.001784329228169,0.127460728433714,0.198289444384837,0.500997404703211
ADM,0.819699569424398,0.692850181493045,0.9426608153669,0.972899093635749,0.969298758696464,0.611714177182842,0.860024554192932,0.722467348390732
LOC107985004,1.02703276108219e-09,0.0003843672664088,1.77727054082649e-07,0.0090932332600667,8.64686507313871e-14,4.6808006730479104e-09,6.96377910415987e-06,3.99012081266174e-06
TMEM243,0.726710110811636,0.469630034532484,0.964995806521138,0.530824449768831,0.95133858881051,0.184239280371393,0.508246969889254,0.42725080321387
MIR4537,0.450232201754322,0.0042527890456754,0.643164043220267,0.999383414879711,0.903572575092042,0.301582971075415,0.131398147385559,0.350297103006043
PIK3CD,0.672280730258887,0.0618842940038179,0.424933001348451,0.245311868045008,0.0008055748506649,0.992265609466155,0.904964216592282,0.985350580316807
RNF207,0.241306047849986,0.0022624363094111,0.193741792672612,0.388184706311299,0.831657200472528,0.496244079645451,0.408555712088754,0.785840160194622
PRMT6,0.977289899057608,0.869669558928625,0.849717318087057,0.631592050994171,0.859650300295507,0.993005960081955,0.69494538863332,0.991020450743087
ID3,0.502783999003483,0.70599876035148,0.478943259306615,0.219719218209474,0.838432823185179,0.699940686218787,0.76413757112146,0.503906620056539
PCDHGA8,0.808246800472458,0.351717385705335,0.98558351072293,0.86499100434075,0.864272790774008,0.569608143220327,0.78176492837287,0.881720859516648
LOC107987000,0.26169797109185,0.282730620589446,0.997295383120052,0.527757354959272,0.611404879489923,0.787091965911523,0.755788899137957,0.621103414670381
LOC124904236,0.0002301174557238,0.0001956257760954,0.18868832614818,0.0005137542742363,3.13328609490839e-06,9.80835608162892e-06,3.91496585628075e-06,0.0036312417698332
IL31RA,0.248994972383805,0.213951390808224,0.993808037492695,0.253777221246842,0.0144489517755503,0.210968938135975,0.39078637232317,0.728412279159534
ODAD4,0.331020439026531,0.102372170060545,0.98833322458676,0.904392079819052,0.0986928210457043,0.125279258625247,0.255084320049732,0.748239997630804
MRPL52,0.160666184933928,0.0986773598778213,0.361824952168981,0.0021453174087168,0.0022845376178427,0.630046403193808,0.479597668043025,0.720248561247407
SLC51A,0.0003682140624226,0.267871537347976,0.706725545918376,0.424217723613152,0.0147485931724429,0.0854564470666789,0.230983020937873,0.221783279810718
PDIA4,3.41748363141867e-06,3.76413721980764e-05,0.196713672722227,0.0025235867556118,0.0002720128102778,3.23820762564124e-05,0.10874566417826,0.162181645703433
FREM1,0.621943728826545,0.633142059729608,0.993808037492695,0.647724679553703,0.913497051279778,0.643750243339024,0.960674615741109,0.995546127698716
RANBP2,0.890268275552019,0.992832811847784,0.993808037492695,0.664648600783833,0.661612821187809,0.697592478895028,0.828015225842387,0.985350580316807
SRXN1,0.584379636941035,0.398824836005232,0.878842116604815,0.499192039793835,0.280846837994307,0.200431786173417,0.971858069626162,0.831231033830708
PCDHGB5,0.813227167633453,0.373703036259078,0.984360779377899,0.836538303576192,0.869605562865174,0.559833742693057,0.74441169577513,0.843359610384462
SGSM3,0.0005167262753571,0.0039313346607823,0.333059971752334,0.0008425656523398,3.22475441888183e-05,0.0161159253999903,0.0026479643862436,0.328321555579997
TFB2M,0.874725387612108,0.887310724579129,0.671224468426283,0.414242620269567,0.491586827970177,0.656370184359722,0.748393590567112,0.728136913701044
MAP2K2,0.133319794314395,0.0050465964369172,0.265275618224582,0.373978630347208,0.807588588541436,0.0858181791217872,0.45696868919686,0.89166975188222
INSIG1,2.17430171854259e-07,5.18435745457624e-06,0.007195913353863,0.0013650371975056,2.57442762634991e-08,2.23767842670363e-09,3.0450152719035e-05,0.0248277575367884
DLGAP5,0.0778339862422431,0.737636961907786,0.953545146927657,0.395826701583971,0.0003826079863507,0.535826448812396,0.219854410084813,0.70021743832357
FOXO4,0.195790227760783,0.68284567930776,0.951251583835927,0.806191471049366,0.454566975501498,0.862206131795883,0.80596034127065,0.999242526384201
VCAN,0.94593941253183,0.154065683633743,0.716374571015079,0.116736248629543,0.314891790368094,0.468278643016397,0.970309728871486,0.848300176604538
STX17-DT,0.071676955203595,0.0002496647485862,0.0008246810538538,0.009039756388149,0.0004102586097995,0.0001480466118272,1.14493736933719e-06,0.000613766559104
CLEC6A,0.956008321848381,0.0497895322448035,,,0.77438253073179,,0.841665271029974,
FAM120C,0.687948372987816,0.0161621801686029,0.595886259746789,0.120352249399582,0.874794785692578,0.642948909535275,0.960146527233488,0.58587691614559
LOC124902659,,,,,,,,
MFSD10,0.0137280911276768,0.061822080557119,0.0616858444386767,0.0081387060399204,0.423194299240307,0.138474330702189,0.197674065993207,0.130098270438738
SLC45A4,0.0212852047104253,0.881073808068036,0.754528082063874,0.858661707349606,8.08735808299711e-06,0.0690327997908563,0.109861225750834,0.109654114002127
PSMC4,0.230773882581435,0.0006734207991779,0.651577357214258,0.843972373134011,0.123538265790098,0.487793230736471,0.479597668043025,0.771961249704074
ZNF215,0.173442806180268,0.20822164739302,0.995347701441726,0.975141872222685,0.95281374230152,0.569608143220327,0.944499451967423,0.938078454150378
ALDH18A1,0.119194010542917,0.229949389582595,0.119816833534929,0.0799212973483047,0.0014430217481615,0.0161403607763078,0.065071990220751,0.678098805876368
TBC1D30,0.140569274297855,0.242187633099707,0.639626278745222,0.873141336969514,0.391901186324642,0.838337435906885,0.795757514143914,0.831591356183416
RAPGEFL1,0.400863278776915,0.865954752485919,0.808802083501948,0.405875061415712,0.0016895100265146,0.0213004113663254,0.804585425661382,0.965575062219558
CFAP69,0.947925472123173,0.577247048375537,0.98099658189607,0.97310744345691,0.716846769685223,0.892101270290403,0.999706333425854,0.94957161922938
PHF14,0.975649139859118,0.7077061504909,0.999512864361057,0.953784034822263,0.830433462552726,0.94921229375192,0.988269350630424,0.970934699916534
SLF2,0.310464909950718,0.267906065605457,0.54310078431955,0.260490066027111,0.0082982840900343,0.524219943840017,0.464869516652813,0.782016991414183
ZNF460,0.0028014587023343,0.745651889550267,0.426669465248857,0.588260817797512,0.0024304967055557,0.0008672572241457,0.593374951325541,0.625675862836628
PCDHGB4,0.807921436984805,0.33004798738614,0.99132916161133,0.877921258156861,0.861397689268616,0.595099408777891,0.768668279450039,0.950613222911804
WNT10B,0.528669425131331,0.435319908364566,,,0.825385984483534,0.994433103327119,0.472463674487864,0.917606757686943
LRRC75B,0.78477260505308,0.0286538151204581,0.817845382894145,0.254447457723177,0.956313724661432,0.990548496247293,0.765970909865944,0.566868425400584
UNC79,0.102914468219764,0.0009815717355286,0.977034918297749,0.924698324682734,0.664041714563101,0.353968673090848,0.777128311943817,0.666581781505008
NID1,0.0959524901273623,0.434645597567831,0.502137473329143,0.402037758561997,0.190655937768016,0.0427919090100981,0.610980276550274,0.692669119587076
GCSH,0.0013863190415937,0.0023966122087652,0.0234448269518958,0.146434128985897,0.0008192785195532,0.0004399231335392,0.0006587018417492,0.0133916199157642
H2AC20,0.232575704608014,0.239302741930043,0.489334343991735,0.0457904099906856,0.0075337900437925,0.138101995551975,0.391705642117223,0.351740448214432
ELP2,0.257048542663679,0.393968151837943,0.904501903983331,0.174433079367927,0.0209017304367751,0.347343695192922,0.474502826333339,0.747057440064194
FBN1,0.567182233629462,0.42636937286596,0.964848266455993,0.249542881452473,0.881315793501398,0.938393930849035,0.844017388219615,0.882505026053658
NUDT16L1,0.329366315864255,0.100606291858956,0.256260873863222,0.437963060153414,0.780424798074283,0.462969167503922,0.894478116984562,0.889254890211826
MVD,7.89538981311759e-06,5.94356285982645e-05,0.106392483026653,0.0008133642773261,0.0002334363651053,2.10712076304714e-05,0.00410076885897,0.219269087406896
SUGP2,0.0130417787903244,0.0001162542726991,0.124641866779425,0.0297829038636122,0.112447273336365,0.0406649569466596,0.121223459906114,0.468736528275829
DNAJC2,0.109885151479759,0.0043565896460639,0.464738697222469,0.219533775210921,0.0006993563025231,0.499287878511863,0.624578815386613,0.985350580316807
NR2C2AP,0.629951246743622,0.344182857054916,0.557162978371995,0.547481359158127,0.762435548069877,0.37876469906062,0.417650020137565,0.822935345630981
MYL4,2.7949396337519e-09,3.15871610575557e-06,0.0010244789728466,9.25958181971489e-14,9.34878396748771e-12,1.30746603340508e-06,7.154710123729019e-11,5.70261652423977e-05
BASP1-AS1,0.813854009152453,0.0062014132628784,0.996270169556769,0.860817047954441,0.311555306365358,0.665928128996974,0.226374998904823,0.765544305654729
MSMO1,0.108554270152505,0.233819199407445,0.917122677682677,0.495095969573858,0.0016178342684407,0.233675218937923,0.404327455211195,0.371636091843739
CCNB1IP1,0.105410813188767,0.789370733705022,0.489732278713122,0.263420525203378,0.000316790505972,0.037049848162779,0.256105680634615,0.430627417763068
PGBD2,0.869084014530833,0.809948073593221,0.953120936723054,0.936684913668649,0.360083207382454,0.923732869077278,0.870007047953133,0.973197978580193
LOC124904603,0.0558512841276534,0.0877324025602717,,,0.0745417909154578,0.314306793500059,0.0048307661979623,0.168038362621991
ZNF285,0.584744452636656,0.447316779388199,0.993808037492695,0.869330173794537,0.945435980006105,0.367698541712768,0.871097162967052,0.631092103146543
MEX3D,0.489414829500921,0.344660103373003,0.656807566644167,0.951057877403901,0.251606834161986,0.837461481998227,0.889984888649613,0.933033197962239
HCFC1,0.149048829090459,0.860566032094669,0.945907394413939,0.81452981544932,0.002908601575853,0.591359090445582,0.604104675725103,0.721761808960763
DLGAP1-AS5,0.388577082202045,0.0758119703549522,0.0394930450809776,0.396466754561384,0.238661530031338,0.14200071662658,0.0125881896775772,0.497004720531315
GPATCH2L,0.82508631565076,0.925632020588038,0.903565756181642,0.673269314213845,0.492800286953455,0.814926738641013,0.963955170690842,0.98325197945599
PAIP2B,0.278901843194626,0.859511351836316,0.993808037492695,0.302956786448577,0.377243904496471,0.232153829361918,0.109470529881154,0.910109540830386
XBP1,0.893700282429799,0.831156294738375,0.85278946675252,0.406969377769048,0.531556592640835,0.598945952242717,0.59786303259242,0.879497410028075
CD300A,0.813109602501258,0.211091497530699,0.871569835540168,0.61201526555804,0.834225179914679,0.448276704134893,0.622042384854725,0.991020450743087
LOC102724159,0.630223249436786,0.0079074305683062,0.824897916552179,0.635348187887809,0.647140366571022,0.808930844027206,0.986955330668529,0.759665557810099
LOC107986982,0.0042438255686008,0.0003441334655134,0.184782813954916,0.0043557294366179,0.041217201361081,0.0484515288596784,0.19918095961271,0.426100755951363
ACAP2,0.532793163396618,0.0245949129629404,0.64579408560167,0.333779658888006,0.883926812516584,0.0900767930538116,0.333867720506327,0.894093125341582
MTRFR,0.0743957896072523,0.444964370397696,0.531297246302975,0.201599944293184,0.0717003332473118,0.187732985343846,0.271063410952308,0.964203538258978
SRF,0.0503186605997266,0.408996148887502,0.371261063805916,0.551652633285288,0.0067657169426938,0.0501029599449008,0.119235400125424,0.345254326278395
PRDX5,0.0250848691072621,0.0118153336971639,0.194820963475874,0.331362367585968,0.0949484595756914,0.0084399592356788,0.0059787739429792,0.3749244793499
TRAPPC5,0.0064916426444397,0.0019146832814242,0.274732393645084,0.0110930424914075,0.0001785156418953,0.0065378266517837,0.0233314003833881,0.387670525066646
TMEM50B,0.103579984471722,0.455531271436005,0.391678982114759,0.869362274611681,0.0822020877675947,0.0004671968894115,0.0677027854420364,0.504677803322535
ATG2A,0.142962771691616,0.0484506825314385,0.307239875932451,0.268049805651895,0.962495270423258,0.200235012925761,0.601091861641133,0.26667428774393
TNFRSF11A,0.869109891954333,0.91695368755364,0.962348849988819,0.937833422699674,0.254533524913829,0.702619287678189,0.520355873592543,0.665004592259426
PRKAR2B,0.0142370126219451,0.0001319235193565,0.761854362516343,0.0499719410389786,0.0058583112370947,0.268028981594375,0.0738609249827968,0.0222172562932566
AIP,0.893185554552549,0.916496494886065,0.880360500910409,0.378713164823412,0.947510935117107,0.266585600246293,0.468963256801865,0.819280038506649
FDX2-ZGLP1,0.547650689788903,0.803288993380663,0.828671702987203,0.926625791985523,0.800570935852482,0.73656746197909,0.684240838195389,0.928082497258644
YAE1,0.98613668296449,0.816406973900521,0.993808037492695,0.965193605510471,0.483879359412701,0.852938370924742,0.888082167388404,0.991822541877701
ST20-AS1,0.780699309672723,0.398576870329595,0.993808037492695,0.950124865858275,0.818354639432129,0.983694919047799,0.944118626770275,0.948407799719167
SLFNL1-AS1,0.669180489944916,0.539306616647555,0.993808037492695,0.991509039857531,0.126977355446214,0.66643345798952,0.953081829427346,0.938078454150378
IQCJ-SCHIP1,0.957743156587836,0.563018085766295,0.993579215618247,0.999990157340462,0.368493408261148,0.856196806026864,0.971111938419363,0.892436240723981
PIK3CD-AS1,0.252801886392615,0.30990218386481,0.970822744755856,0.233120718585755,0.0004022603090626,0.087129115895355,0.0804392056825473,0.23180644960486
THUMPD3,0.689516406096479,0.31656027520707,0.653172405349346,0.623569981115082,0.170119754912211,0.859306935303583,0.775805387248378,0.900862945265501
ZNF764,0.0510925235249993,0.200091409187505,0.606066488859104,0.686304629438484,0.991732882677962,0.37258868680059,0.620029792894698,0.213018583461706
ATXN7L1,0.996497001489068,0.740903123600894,0.799866244650631,0.97837614305458,0.192022330245561,0.337401414896096,0.73766221031384,0.899440297490183
LOC124900868,0.898774149899788,0.758057583228126,0.993808037492695,0.736057491257933,0.621972489023218,0.474990515922978,0.204613999943446,0.471618111223116
CCDC126,0.817752118130819,0.812682252357845,0.645592457637227,0.001397483774699,0.114125518241348,0.465765045241233,0.853741884199658,0.793063814187974
CDK18,0.12568059880715,0.81130058955715,0.953692418005454,0.613572771892485,0.245819193958837,0.573010639064614,0.795833755083434,0.836980830169658
LOC105375217,0.0232756047336962,0.806799629995013,0.0127891331490132,0.428092451835675,0.0371561748657729,0.39945334671725,0.362101845012044,0.447410857510262
PITX1-AS1,0.0562886018631229,0.0014619601483133,0.673381076419328,0.162115926368501,0.46297934489658,0.0719393535495386,0.274937368100304,0.422851883485041
ODF2,0.0245904610539668,0.0080729951400602,0.566990411886957,0.382792339532345,0.180617647090452,0.150067302257897,0.659522735478169,0.556236227146891
ADAMTS20,0.68556504180198,,,,,,,
ATP5F1E,0.0721011661180765,0.313836944921265,0.912536715662764,0.573870425677766,0.007248362132561,0.164877507802203,0.119167711712875,0.2368790377716
PODXL,0.513785216801721,0.746592981705544,0.706135937174149,0.329050163229336,0.327848328638829,0.214983062553183,0.760488854237803,0.340546591990775
TCEA1,0.0223374108712011,0.446454958034052,0.975622655236819,0.375435163051189,2.417536354497e-08,0.00195823332339,0.0054802240953879,0.195761423836096
DHX38,0.19989653912909,0.743761636626216,0.886079570992743,0.643297163766393,0.0012436924974427,0.112627883520251,0.640974544146731,0.431891971626768
KLHL42,0.969114934291134,0.833313493575126,0.384782635295521,0.715122771084368,0.289015668275293,0.783870795209347,0.963910066365388,0.789282439182182
PCDHGA7,0.805421308236929,0.326592332873371,0.993808037492695,0.910197398465366,0.901146163511101,0.643652836520426,0.781199264568172,0.893264957366317
MARVELD2,0.745573658314683,0.541549182960572,0.98099658189607,0.744563330913871,0.204046457772504,0.985664159726228,0.957634930514893,0.666581781505008
REL,0.432013137992604,0.940635330039281,0.959130821712786,0.509444121187109,0.004824250650465,0.33770942108496,0.585269672674762,0.658490833514865
TM7SF2,0.355051202044872,0.641586971836018,0.904097702490143,0.90767004809084,0.125698878214807,0.888859803413105,0.956943324989956,0.883025007169708
KIAA1549,0.976341309714259,0.626353267528318,0.993808037492695,0.759264769401179,0.948302002658214,0.973735773313642,0.95785548891747,0.749648932019394
WBP2NL,0.364109786525499,0.0050815423090936,0.706725545918376,0.675356230351799,0.506249800617228,0.386115733051005,0.569444611305918,0.521049889255695
BPNT1,0.141372287501338,0.16759286920305,0.518315223971563,0.0830343850229839,0.0702684449554966,0.0039081512898009,0.502499290185741,0.98831386157783
XXYLT1-AS2,1.32781027015893e-07,0.0817305105110366,0.189385087715128,0.209340024400357,0.048621978883567,0.0001006990917726,0.340645241180953,0.0026576358106426
LOC124901774,4.39863431969708e-06,4.31787443589438e-05,0.0182177540829564,0.0004169833403712,0.0001801567251555,0.0068884789992117,0.007963612452598,0.0444093181519033
FLT3LG,0.554734331509671,0.863471365375286,0.957675475851611,0.974475037999535,0.353608254310765,0.810371288973298,0.934135166951265,0.979950547174973
SCNM1,0.844901949709093,0.728729900323936,0.645863799375511,0.513364448713268,0.0085988699544447,0.727103306807087,0.546417802129774,0.842886792516751
HMGA2,1.12495844773113e-06,0.0001247915357816,0.351772607543989,1.52188953736148e-06,7.32373645455045e-06,0.0375868604285135,0.0030058770523596,0.997789943458142
RPL37A-DT,0.316113839275708,0.799399504004196,0.919858862392066,0.555539852598408,0.0168679441864904,0.0054427573602273,0.59786303259242,0.5421414173589
ARHGAP22,0.710718004961554,0.343534523478347,0.99285717058764,0.19312817393245,0.141633837783858,0.776920472935523,0.738844534860476,0.940975789267583
LINC01716,,,,,,,,
KLF9-DT,0.0021332780236885,0.236858922807498,0.835412519621639,0.804159492045351,2.34141464062978e-05,0.463205910862968,0.106554300468816,0.0667809016061501
LINC01686,0.0015785847743189,0.0067864146187095,0.0963366384907535,0.0416638094641875,0.0002680594725949,0.0038123022764514,0.0139253122767171,0.11812935398082
LOC105375021,,,,,,,,
RCBTB1,0.615710171651239,0.949731993230964,0.918131261734938,0.522224333142759,0.574088830118602,0.133133386238662,0.759192655877304,0.8186098360069
FIS1,0.0004514910769796,0.0060989998984424,0.0577434548242369,1.16769182682015e-05,0.0005474808361034,2.3264242888273e-06,0.234482096702738,0.0408851776707418
TMEM35B,0.568480191181074,0.779637163017108,0.998415331276593,0.950600103212338,0.893711259771902,0.764834356435987,0.817869459670748,0.655833484721226
LITAF,0.0110316327236285,0.259502264136383,0.466938897752135,0.180897621364717,0.0035988496380648,0.254424269368331,0.367359656617592,0.217603931091531
NOC3L,0.949408811183201,0.708420721883833,0.977771920808686,0.914234612975896,0.553928328646144,0.914896624117664,0.980996928666104,0.999032963335322
NET1,0.858673869629556,0.883589833060646,0.99614394343753,0.754220332673976,0.958656503277574,0.767759174163549,0.828003922989508,0.742924092004183
TMED10,0.183472051481706,0.603808566243936,0.909341464213284,0.543524408057047,0.0098780861607253,0.341076694021704,0.868200899123048,0.760593658096042
GPR157,0.396177940489168,0.0068613678675799,0.768584879484022,0.411635794453554,0.974927672666346,0.565297461647798,0.728902486653836,0.970584337891651
TGIF2,0.946187011976553,0.149143123788519,0.487887001862485,0.201160201972569,0.458382932880248,0.520542195732084,0.445958845050383,0.901747860423931
PGLYRP4,0.0714248665459754,0.100628029412088,0.0037440027184536,0.0141380485621671,1.16670872801405e-06,0.0119912851679583,0.0065353597506738,0.657376877369498
KCNQ2,0.69605041396254,0.633770008207154,0.954883387715096,0.0672711910387255,0.218102123015523,0.509520656422192,0.794948987543963,0.924666517806052
ARL5A,0.103193393250132,0.0077575038654966,0.364007935772375,0.0302138296942056,4.10376084906679e-05,0.0127802987940679,0.0558023501332689,0.0496593206761727
AGAP9,0.491192614934208,0.847638634082392,0.849717318087057,0.138704155336994,0.160351540482289,0.0004949894689535,0.70420427331192,0.3904515585963
MIR21,0.804930811990263,0.55637794441617,0.0347147186864474,0.0815311274614846,0.0037098691382438,0.0036420860441485,0.0431313244382449,0.85777149880436
SLAMF8,0.0347252057533945,0.37754534880764,0.104603230442113,0.102386466566634,0.018936546903161,0.0543871030901542,0.176953763639157,0.681231355175677
MIR7846,0.596331154843519,,,,,,,
LOC124901319,0.25266608934725,0.540930821590433,0.977056192409954,0.771026081199645,0.388166585957435,0.0044208750537669,0.661042026229122,0.0412357878523497
MTPAP,0.33834299749425,0.554383216256471,0.893448397166248,0.623307201419269,0.186493487997065,0.555262880543262,0.6165254422189,0.714015488677131
MIR4539,0.0563222119510045,0.0082056007685184,0.949322372561333,0.999383414879711,0.0109679620737643,0.63518887200429,0.666040065406727,0.729500048972005
UBE2G2,0.096004874034207,0.367740803663094,0.518315223971563,0.414005820862922,0.0090818131260693,0.57160888605274,0.225781854478325,0.813981455605896
PMM2,0.708197913480952,0.602114297960287,0.980416747357017,0.338887679000115,0.932571381990146,0.0067177172209957,0.617860497249861,0.401038961623452
LOC105370032,0.14655431418737,0.244329231060112,0.781896902676585,0.0926491131471042,0.0032459574345062,0.420819768790386,0.245288170776473,0.190855513900019
ANXA4,0.0065512689293029,0.0653460532790231,0.710125011814759,0.516758357957961,5.13271333498764e-06,0.0498843734718438,0.215445285552907,0.21416647193962
AZIN1,0.253315331434657,0.574023942230949,0.624851300652497,0.209653157844927,0.0019225049862031,0.0147346488627787,0.175927845859153,0.529176257926439
C15orf61,0.0002327412064483,0.16757290534803,0.993808037492695,0.738367692932996,0.460103104375154,0.403800961510316,0.433876488352964,0.985350580316807
CCDC138,0.93257820641072,0.432382675817056,0.958636787149008,0.380430422987707,0.243403595489308,0.330015650148192,0.714425297120596,0.809894354129348
MATN4,0.0003635902340239,0.157272789340568,0.233962646518032,0.0655288234942504,0.0043420941808687,0.0125008557629912,0.0651841519780638,0.189899280831194
NRP2,0.847253448389106,0.463849441295794,0.977056192409954,0.218097951922999,0.532175258162903,0.992414843625545,0.601091861641133,0.999645550851261
LOC105372663,0.0484579767266651,0.303193321263355,0.0854461559478128,0.0014351248543392,0.9549543754956,0.233599585905951,0.971921837491863,0.351928242534308
ATP5IF1,0.0096131727090812,0.516915421578586,0.505526281115878,0.606807538486834,0.0025586753949891,0.351894545945273,0.0732924782773511,0.0270090825562043
CALM2,0.413960907018042,0.0018292736220705,0.166679869808427,0.47791506710655,0.0761663653388496,0.970276985067702,0.407710792023173,0.688135182948492
OTUD5,7.14901312463017e-06,0.0290831237431242,0.0236650473863351,2.47174286048303e-05,5.78542996516046e-10,1.33694545825666e-05,0.0002324061761036,0.0004831926045722
NDUFC2,0.0010723322344149,0.0275734408093875,0.186489333314762,0.0128883007220707,0.0046019607345254,0.0193425144039705,0.0724364071966034,0.323810839030354
LOC100130283,0.0021103808337222,0.524532812095286,0.753386330383123,0.151218607510207,1.18681732983737e-05,0.0003203822022727,0.0703379957710528,0.0469308127630918
LOC107986770,0.952154852556623,,,,,,,
LOC124901678,4.03498688810137e-05,0.000964324920463,0.0013236272147593,0.0015182208828246,0.0054774668644901,0.008106847839904,0.0032502857096311,0.0048053763261099
TMEM38B,0.465197722613661,0.637119529183907,0.842464601084098,0.904486858935341,0.0946237801768264,0.0032798727459769,0.0104770924321457,0.843881062952101
LOC124905115,0.0005313406112173,0.0048257227477663,0.665377576684574,0.0462755315541202,0.0426104828360865,0.0965516711973362,0.459477623036428,0.0663813130897702
SPTA1,0.26287275674856,,,,,,,
SGMS2,0.969716986381343,0.878301658696145,0.993099367229117,0.936721874393811,0.619122565174391,0.771449518804559,0.837409455247294,0.988629903440711
ITPRIPL2,0.475407425235332,0.636327830471091,0.939687855008482,0.37471702031587,0.242406833488508,0.817669170663886,0.637957456436638,0.927074853013685
PECR,3.26287316545736e-06,2.98304967597487e-08,0.0816136662055768,0.0167825068269415,0.0013111781061301,0.0486093468929001,0.107906237516519,0.0032101365316756
ARPC5L,0.882002448406724,0.126784423730579,0.958636787149008,0.681864417018167,0.0261962259743685,0.763241002047107,0.792771668277671,0.918305178220537
TRAF6,0.763983947131802,0.857047995008082,0.958636787149008,0.88943763743229,0.966187779901823,0.550304218204838,0.800281275045604,0.933033197962239
KLHL6,0.0267655187878367,0.89217700674228,0.190422981113274,0.402882250254486,0.0003697741693678,0.0400611756293308,0.498323472525967,0.249855410429058
PHLDA1,0.898413318678782,0.883700343627576,0.964212922459511,0.945216499846034,0.446448014177388,0.981456895155505,0.949299249745106,0.763889964112664
BRPF3-AS1,0.884435302302556,0.935118144322347,0.975622655236819,0.999383414879711,0.800247550994156,0.859725680622806,0.980996928666104,0.378982415009214
ATP2B3,0.605688981248047,0.109997197302272,,,0.034465600833414,0.411898776506613,0.983514178886542,0.230128115179777
CAMKK2,0.818149363262484,0.236858922807498,0.282850921890348,0.374326412993516,0.186493487997065,0.669089844569795,0.934928592204313,0.930509522349353
ACO2,0.0059138136839304,0.0002117597433463,0.241033291306444,0.11473966128316,0.115128968061268,0.0010639470248003,0.0648570639780495,0.255366946580772
PCDHGA12,0.99150719187371,0.235062500532483,0.977056192409954,0.663012983993999,0.770630693576269,0.518510629664942,0.4855114670478,0.855816584333414
ZNRF3,0.773810727938429,0.94371279977989,0.98099658189607,0.912998814891569,0.869317846623174,0.75041212827958,0.928711202814516,0.511779470709103
CPEB1,0.522943004554223,0.787704980143559,0.756714348684796,0.596232702757815,0.831865079408816,0.361243894147892,0.624406640919553,0.897756081530751
CD36,0.758367879558494,0.961052669847814,0.975622655236819,0.999383414879711,0.908123697170332,0.789809637915767,0.942105361754581,0.990109963650286
FANCF,0.693723374704417,0.881683473705007,0.773764007600279,0.679569664518164,0.348268760293528,0.585834069839796,0.282949202067002,0.729117194887893
ITGA9,0.563235867041747,0.959135617440437,0.902410967175038,0.978434685812886,0.009671241752716,0.873730171156069,0.746644521039229,0.491720543656667
IRAG1,9.53442201790019e-05,0.0809996789164796,0.369714434093654,0.322443990772189,0.0256309660433942,0.141796046531564,0.0614932270689191,0.86724270235022
LOC105379412,0.0005948283413023,0.0198524033310232,0.150038497421442,0.0002431395965876,1.49966778764675e-05,0.0044263435162926,0.0002958186754106,0.0285170560669585
OSM,0.0212555384966029,0.695349201948772,0.980416747357017,0.0761933136526267,0.0013454909270772,0.850729564176062,0.767437014052754,0.242229197743115
RP1L1,0.0173321387719121,0.852899097302634,0.187837158600505,0.182179754215232,0.549462226628766,0.373898471933237,0.711650752458348,0.845329677459504
ASAP2,0.454570422282713,0.727508950471919,0.990023337015215,0.556451161318324,0.477125579260961,0.966966573333778,0.519369731143456,0.933960620263921
LOC107984361,0.632231166625999,0.0071519668106886,0.941284917832094,0.727194283094428,0.598671589631964,0.971088154632247,0.991796696295209,0.815370801174945
HPF1,0.455976598826537,0.412776584916383,0.768712545885756,0.0524249843847761,0.182795941917772,0.0011265963019042,0.24425189575027,0.0041314880862042
GPR161,0.957849635908315,0.652293158481023,0.983916831676505,0.962230862143098,0.902768640532068,0.208644821767915,0.867453103614522,0.689546549780024
LOC112267968,0.0001062633716944,0.146716806265215,0.315025344659123,0.0059863466267538,0.0045311614708009,0.0176064505643454,3.46619254411163e-06,0.0536200161885236
CHCHD10,0.0069620527701118,0.0001242700580667,0.254704999207402,0.668233265665192,0.0026453490180542,0.0062271693995752,0.194029221852113,0.154598813521776
LOC105371896,0.001190673660852,0.298388790771082,0.204557140427546,0.116604830627187,5.11322954950314e-06,0.0172528934513349,0.0033302502150392,0.361330037008067
JAM2,0.997002170463367,0.763850550333661,0.964309203312194,0.778060557515712,0.892430113698638,0.716239209328819,0.600268946134847,0.926167095237385
LOC124901281,0.0545959327405583,0.0800358633624156,0.591866912157864,0.117625411771703,0.0041345824118196,0.91916382015624,0.782228565575282,0.132738465437094
LEMD2,0.124940383490159,0.439093807376874,0.974222940918169,0.826299828220071,0.0022705546420589,0.0523425355224973,0.250063126486889,0.747057440064194
RPP40,0.0686442520395894,0.867305899389189,0.978773341904039,0.696528494418765,0.245507111251301,0.695882786697055,0.955962822010782,0.999611452190418
